"Marca temporal","¿Cúal es su lugar de residencia?","En el caso de que haya marcado anteriormente que su lugar de residencia NO es Alcoi. ¿Podría especificar de dónde es? (país, provincia, municipio...)","¿Con cuántas personas viaja?","¿Con cuántas personas de las que viaja han entrado a las Tourist-Info?","Con el fin de mejorar nuestros servicios de información turística. ¿Me podría indicar si tiene el Wifi de su teléfono móvil abierto para conectarse a redes Wifi disponibles?"
"2021/12/19 1:03:00 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/20 11:51:00 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/20 11:51:10 a. m. EET","Alcoi","","0","0","No"
"2021/12/20 11:51:44 a. m. EET","Comunidad Valenciana","Ibi","10","0","Sí"
"2021/12/20 11:52:35 a. m. EET","Alcoi","","0","0","No"
"2021/12/20 11:55:06 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/20 11:59:51 a. m. EET","Alcoi","","0","0","No"
"2021/12/20 12:00:00 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/20 12:02:12 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/20 12:14:10 p. m. EET","Alcoi","","0","0","No"
"2021/12/20 12:16:21 p. m. EET","Alcoi","","0","0","No"
"2021/12/20 12:16:28 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/20 12:28:35 p. m. EET","Alcoi","","0","0","No"
"2021/12/20 12:29:37 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/20 12:29:59 p. m. EET","Alcoi","","0","0","No"
"2021/12/20 12:30:34 p. m. EET","Alcoi","","1","0","Sí"
"2021/12/20 12:41:47 p. m. EET","Alcoi","","0","0","No"
"2021/12/20 1:54:52 p. m. EET","Alcoi","","0","0","No"
"2021/12/20 1:55:13 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/20 1:55:31 p. m. EET","Alcoi","","0","0","No"
"2021/12/20 1:55:48 p. m. EET","Alcoi","","0","0","No"
"2021/12/20 1:56:05 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/20 1:56:30 p. m. EET","Comunidad Valenciana","Valencia ","1","1","No"
"2021/12/20 1:57:33 p. m. EET","Comunidad Valenciana","Mutxamel","0","0","Sí"
"2021/12/20 1:59:45 p. m. EET","Alcoi","","0","0","No"
"2021/12/20 2:00:22 p. m. EET","Comunidad Valenciana","Alicante","0","0","Sí"
"2021/12/20 2:01:04 p. m. EET","Alcoi","","1","0","Sí"
"2021/12/20 2:40:32 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/20 2:41:57 p. m. EET","Alcoi","","0","0","No"
"2021/12/20 2:55:30 p. m. EET","Alcoi","","0","0","No"
"2021/12/20 6:12:36 p. m. EET","Alcoi","","0","0","No"
"2021/12/20 6:27:38 p. m. EET","Alcoi","","1","1","Sí"
"2021/12/20 6:36:10 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/20 6:44:54 p. m. EET","Alcoi","","0","0","No"
"2021/12/21 11:08:29 a. m. EET","Alcoi","","0","0","No"
"2021/12/21 11:08:58 a. m. EET","Alcoi","","0","0","No"
"2021/12/21 11:40:27 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/21 11:41:04 a. m. EET","Alcoi","","0","0","No"
"2021/12/21 11:41:26 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/21 11:49:35 a. m. EET","Alcoi","","0","0","No"
"2021/12/21 11:51:47 a. m. EET","Alcoi","","0","0","No"
"2021/12/21 12:42:36 p. m. EET","Comunidad Valenciana","Valencia","0","0","No"
"2021/12/21 12:44:43 p. m. EET","Comunidad Valenciana","Xativa","0","0","Sí"
"2021/12/21 12:45:27 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/21 12:45:45 p. m. EET","Alcoi","","0","0","No"
"2021/12/21 12:46:28 p. m. EET","Alcoi","","0","0","No"
"2021/12/21 12:46:49 p. m. EET","Alcoi","","0","0","No"
"2021/12/21 12:47:06 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/21 1:27:26 p. m. EET","Alcoi","","0","0","No"
"2021/12/21 1:29:23 p. m. EET","Comunidad Valenciana","Valencia","0","0","Sí"
"2021/12/21 1:30:31 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/21 1:45:46 p. m. EET","Alcoi","","0","0","No"
"2021/12/21 1:45:55 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/21 1:55:29 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/21 1:55:38 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/21 2:05:18 p. m. EET","Alcoi","","0","0","No"
"2021/12/21 2:15:42 p. m. EET","Comunidad Valenciana","Vilajoyosa","1","1","Sí"
"2021/12/21 5:55:14 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/21 6:40:45 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/21 6:43:01 p. m. EET","Alcoi","","0","0","No"
"2021/12/21 6:57:33 p. m. EET","Alcoi","","0","0","No"
"2021/12/22 11:08:41 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/22 11:08:58 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/22 11:13:07 a. m. EET","Comunidad Valenciana","Valencia","0","0","Sí"
"2021/12/22 11:26:00 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/22 12:07:57 p. m. EET","Alcoi","","0","0","No"
"2021/12/22 12:08:19 p. m. EET","Alcoi","","0","0","No"
"2021/12/22 12:08:28 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/22 12:08:51 p. m. EET","Alcoi","","0","0","No"
"2021/12/22 12:22:38 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/22 12:22:56 p. m. EET","Alcoi","","2","0","Sí"
"2021/12/22 12:27:31 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/22 12:27:50 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/22 12:33:25 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/22 12:45:20 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/22 12:48:45 p. m. EET","Alcoi","","0","0","No"
"2021/12/22 1:00:38 p. m. EET","Alcoi","","0","0","No"
"2021/12/22 1:05:19 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/22 1:15:09 p. m. EET","Alcoi","","0","0","No"
"2021/12/22 1:47:18 p. m. EET","Alcoi","","0","0","No"
"2021/12/22 2:02:23 p. m. EET","Alcoi","","0","0","No"
"2021/12/22 2:27:00 p. m. EET","Alcoi","","1","1","Sí"
"2021/12/22 2:30:19 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/22 2:32:47 p. m. EET","Alcoi","","0","0","No"
"2021/12/22 7:13:26 p. m. EET","Alcoi","","1","1","Sí"
"2021/12/23 11:20:33 a. m. EET","Alcoi","","2","1","Sí"
"2021/12/23 11:53:34 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/23 12:19:58 p. m. EET","Alcoi","","3","1","Sí"
"2021/12/23 12:36:04 p. m. EET","Comunidad Valenciana","Elx","1","1","Sí"
"2021/12/23 12:36:45 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/23 12:44:07 p. m. EET","Comunidad Valenciana","Ibi","1","1","Sí"
"2021/12/23 1:27:08 p. m. EET","Internacional","Alemania","1","1","Sí"
"2021/12/23 1:27:28 p. m. EET","Internacional","Montpellier","1","0","No"
"2021/12/23 1:38:43 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/23 1:39:00 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/23 1:52:29 p. m. EET","Internacional","Miami","5","0","Sí"
"2021/12/23 1:53:02 p. m. EET","Alcoi","","2","1","Sí"
"2021/12/23 1:53:22 p. m. EET","Alcoi","","1","0","Sí"
"2021/12/23 1:56:27 p. m. EET","Alcoi","","0","0","No"
"2021/12/23 2:19:21 p. m. EET","Alcoi","","0","0","No"
"2021/12/23 2:26:53 p. m. EET","Alcoi","","0","0","No"
"2021/12/23 2:44:04 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/23 3:01:31 p. m. EET","Alcoi","","1","1","Sí"
"2021/12/23 5:06:52 p. m. EET","Alcoi","","0","0","No"
"2021/12/23 5:10:25 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/23 5:36:07 p. m. EET","Alcoi","","0","0","No"
"2021/12/23 6:33:40 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/23 6:34:36 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/23 6:35:08 p. m. EET","Alcoi","","5","5","Sí"
"2021/12/23 7:10:27 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/23 7:10:58 p. m. EET","Comunidad Valenciana","Quatretonda","5","1","Sí"
"2021/12/23 7:11:23 p. m. EET","Comunidad Valenciana","Alicante","3","1","Sí"
"2021/12/24 11:12:02 a. m. EET","Alcoi","","0","0","No"
"2021/12/24 11:38:40 a. m. EET","Alcoi","","1","1","No"
"2021/12/24 1:09:30 p. m. EET","España","Barcelona","1","0","Sí"
"2021/12/24 1:09:42 p. m. EET","Alcoi","","1","1","Sí"
"2021/12/24 1:10:13 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/24 1:13:23 p. m. EET","Alcoi","","2","1","Sí"
"2021/12/24 1:31:10 p. m. EET","Alcoi","","0","0","No"
"2021/12/24 1:31:32 p. m. EET","Alcoi","","0","0","No"
"2021/12/24 2:12:08 p. m. EET","Alcoi","","0","0","No"
"2021/12/24 2:31:33 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/26 11:19:02 a. m. EET","Internacional","Brasil","2","0","Sí"
"2021/12/26 11:27:35 a. m. EET","Comunidad Valenciana","Alicante","5","1","Sí"
"2021/12/26 12:11:47 p. m. EET","España","Madrid","1","0","No"
"2021/12/26 1:17:57 p. m. EET","Internacional","Francia","3","0","No"
"2021/12/26 1:34:08 p. m. EET","Comunidad Valenciana","","3","3","No"
"2021/12/26 1:50:41 p. m. EET","Comunidad Valenciana","Valencia","8","0","No"
"2021/12/26 1:51:28 p. m. EET","Comunidad Valenciana","Valencia","3","3","No"
"2021/12/26 1:52:24 p. m. EET","Comunidad Valenciana","Alicante","1","1","Sí"
"2021/12/26 1:59:50 p. m. EET","España","Murcia","3","3","Sí"
"2021/12/26 2:12:01 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/26 3:18:20 p. m. EET","Comunidad Valenciana","Alicante","1","1","No"
"2021/12/27 12:11:25 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/27 12:11:36 p. m. EET","Alcoi","","0","0","No"
"2021/12/27 12:11:48 p. m. EET","Alcoi","","1","1","No"
"2021/12/27 12:11:57 p. m. EET","Alcoi","","1","1","No entiendo la pregunta"
"2021/12/27 12:12:06 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/27 12:29:54 p. m. EET","Comunidad Valenciana","Castellón ","1","1","Sí"
"2021/12/27 12:30:08 p. m. EET","Comunidad Valenciana","Castellón ","1","1","Sí"
"2021/12/27 12:30:43 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/27 12:52:54 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/27 6:15:31 p. m. EET","España","Sabadell","3","3","Sí"
"2021/12/27 6:17:53 p. m. EET","España","Murcia, ","2","2","Sí"
"2021/12/27 6:18:19 p. m. EET","España","Girona ","1","1","No"
"2021/12/27 6:18:38 p. m. EET","Comunidad Valenciana","Alicante ","1","1","Sí"
"2021/12/27 6:18:55 p. m. EET","Comunidad Valenciana","Alicante ","3","3","Sí"
"2021/12/27 6:19:15 p. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/12/27 6:19:46 p. m. EET","España","Castila y León ","1","1","No entiendo la pregunta"
"2021/12/27 6:57:12 p. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/12/28 11:39:25 a. m. EET","Comunidad Valenciana","Valencia","1","1","Sí"
"2021/12/28 11:56:04 a. m. EET","España","Barcelona ","1","1","Sí"
"2021/12/28 11:56:45 a. m. EET","España","Murcia ","0","0","Sí"
"2021/12/28 11:57:11 a. m. EET","España","","1","1","Sí"
"2021/12/28 12:30:49 p. m. EET","Comunidad Valenciana","Xàbia ","0","0","Sí"
"2021/12/28 12:35:42 p. m. EET","Comunidad Valenciana","Alicante ","5","1","Sí"
"2021/12/28 12:55:12 p. m. EET","Alcoi","","2","2","No entiendo la pregunta"
"2021/12/28 12:55:25 p. m. EET","Alcoi","","1","1","No entiendo la pregunta"
"2021/12/28 1:06:46 p. m. EET","Alcoi","","2","2","Sí"
"2021/12/28 1:24:57 p. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/12/28 1:27:22 p. m. EET","Alcoi","","3","3","Sí"
"2021/12/28 1:29:02 p. m. EET","España","Pais Vasco ","4","1","Sí"
"2021/12/28 1:41:25 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/28 1:41:38 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/28 1:51:47 p. m. EET","Alcoi","","1","1","Sí"
"2021/12/28 2:14:42 p. m. EET","Alcoi","","3","3","Sí"
"2021/12/28 2:24:58 p. m. EET","España","Madrid ","0","0","No"
"2021/12/28 5:38:57 p. m. EET","Comunidad Valenciana","Alicante ","4","4","Sí"
"2021/12/28 6:34:22 p. m. EET","Comunidad Valenciana","Elche","3","3","Sí"
"2021/12/28 7:00:01 p. m. EET","España","Valencia","0","0","Sí"
"2021/12/28 7:00:26 p. m. EET","España","Tenerife","0","0","Sí"
"2021/12/29 10:39:40 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/29 11:05:57 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/29 11:18:59 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/29 11:25:26 a. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/12/29 11:26:06 a. m. EET","Comunidad Valenciana","Elche","6","3","Sí"
"2021/12/29 11:33:13 a. m. EET","Alcoi","","1","1","No entiendo la pregunta"
"2021/12/29 11:34:53 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/29 12:02:23 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/29 12:05:19 p. m. EET","Alcoi","","0","0","No"
"2021/12/29 12:17:31 p. m. EET","Alcoi","","2","2","No entiendo la pregunta"
"2021/12/29 12:19:13 p. m. EET","Alcoi","","0","0","No"
"2021/12/29 12:27:09 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/29 12:27:23 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/29 12:33:20 p. m. EET","España","Madrid","1","1","Sí"
"2021/12/29 12:34:35 p. m. EET","Alcoi","","5","0","No entiendo la pregunta"
"2021/12/29 1:22:21 p. m. EET","España","","1","0","No"
"2021/12/29 1:35:13 p. m. EET","España","Madrid ","1","0","No"
"2021/12/29 1:43:38 p. m. EET","Alcoi","","1","1","No"
"2021/12/29 2:00:00 p. m. EET","Alcoi","","1","1","Sí"
"2021/12/29 2:01:51 p. m. EET","Internacional","Francia","1","1","Sí"
"2021/12/29 2:04:26 p. m. EET","España","","1","2","Sí"
"2021/12/29 2:16:51 p. m. EET","Internacional","Argentina","1","1","Sí"
"2021/12/29 5:24:20 p. m. EET","España","Pais Vasco ","1","0","No"
"2021/12/29 6:26:14 p. m. EET","Comunidad Valenciana","Alzira ","4","4","Sí"
"2021/12/29 6:39:19 p. m. EET","Comunidad Valenciana","Alicante ","1","1","No"
"2021/12/30 11:20:11 a. m. EET","Alcoi","","1","1","Sí"
"2021/12/30 11:20:26 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/30 11:20:39 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/30 11:45:57 a. m. EET","Alcoi","","0","0","No"
"2021/12/30 12:09:22 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/30 12:11:25 p. m. EET","Alcoi","","0","0","No"
"2021/12/30 12:24:57 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/30 1:35:01 p. m. EET","Comunidad Valenciana","Alicante ","2","2","Sí"
"2021/12/30 1:51:46 p. m. EET","Comunidad Valenciana","Alicante","4","0","Sí"
"2021/12/30 1:56:18 p. m. EET","Comunidad Valenciana","Gandia ","3","3","No"
"2021/12/30 2:04:42 p. m. EET","Alcoi","","1","1","No"
"2021/12/30 2:16:51 p. m. EET","Comunidad Valenciana","Valencia ","6","6","Sí"
"2021/12/30 2:44:33 p. m. EET","Alcoi","","1","1","No"
"2021/12/30 5:08:00 p. m. EET","Comunidad Valenciana","Elda","2","2","No"
"2021/12/30 5:56:37 p. m. EET","Alcoi","","1","1","No"
"2021/12/30 6:01:52 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/30 6:12:45 p. m. EET","Alcoi","","2","2","Sí"
"2021/12/30 6:20:06 p. m. EET","Comunidad Valenciana","Alicante","3","3","No entiendo la pregunta"
"2021/12/30 6:22:19 p. m. EET","Alcoi","","2","2","No"
"2021/12/30 7:01:27 p. m. EET","Comunidad Valenciana","Anna","2","2","No"
"2021/12/31 11:13:16 a. m. EET","Alcoi","","4","4","No entiendo la pregunta"
"2022/01/02 12:21:49 p. m. EET","Alcoi","","1","1","No entiendo la pregunta"
"2022/01/02 12:22:08 p. m. EET","Alcoi","","1","1","Sí"
"2022/01/02 12:22:37 p. m. EET","Comunidad Valenciana","Alicante","1","0","No entiendo la pregunta"
"2022/01/02 12:23:06 p. m. EET","Comunidad Valenciana","Castellón ","2","0","No"
"2022/01/02 12:23:16 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2022/01/02 12:23:27 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2022/01/02 12:23:45 p. m. EET","Alcoi","","1","1","No entiendo la pregunta"
"2022/01/02 12:30:19 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2022/01/02 12:46:13 p. m. EET","Comunidad Valenciana","Elx","1","1","Sí"
"2022/01/02 12:46:35 p. m. EET","Comunidad Valenciana","Orihuela","1","1","Sí"
"2022/01/02 12:56:40 p. m. EET","Alcoi","","0","0","Sí"
"2022/01/02 1:00:43 p. m. EET","España","Madrid","1","0","Sí"
"2022/01/02 1:04:00 p. m. EET","Alcoi","","0","1","No"
"2022/01/02 1:05:04 p. m. EET","Comunidad Valenciana","Castellón ","1","1","Sí"
"2022/01/02 1:15:53 p. m. EET","Alcoi","","0","0","Sí"
"2022/01/02 1:40:30 p. m. EET","Alcoi","","1","1","No"
"2022/01/02 1:42:30 p. m. EET","Internacional","Polonia","1","1","Sí"
"2022/01/02 1:46:09 p. m. EET","Comunidad Valenciana","","1","1","No"
"2022/01/02 1:49:08 p. m. EET","Alcoi","","0","0","No"
"2022/01/02 2:05:02 p. m. EET","Comunidad Valenciana","Gandia","5","5","Sí"
"2022/01/02 2:05:36 p. m. EET","Alcoi","","3","3","Sí"
"2022/01/02 2:22:02 p. m. EET","Comunidad Valenciana","Valencia","2","2","No"
"2022/01/02 2:22:20 p. m. EET","Comunidad Valenciana","San Vicente ","1","1","No"
"2022/01/02 2:36:23 p. m. EET","Comunidad Valenciana","Alicante","4","4","Sí"
"2022/01/02 2:36:55 p. m. EET","Alcoi","","0","0","No"
"2022/01/03 1:02:00 p. m. EET","Comunidad Valenciana","Alzira","3","0","Sí"
"2022/01/04 11:10:50 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2022/01/04 11:21:34 a. m. EET","Alcoi","","0","0","Sí"
"2022/01/04 11:26:11 a. m. EET","Alcoi","","3","0","No"
"2022/01/04 11:49:41 a. m. EET","Alcoi","","1","1","No entiendo la pregunta"
"2022/01/04 12:40:15 p. m. EET","Comunidad Valenciana","Polop","9","1","Sí"
"2022/01/04 1:02:16 p. m. EET","Alcoi","","1","0","Sí"
"2022/01/04 2:21:40 p. m. EET","Comunidad Valenciana","Elx","3","0","Sí"
"2022/01/05 11:27:54 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2022/01/05 11:36:11 a. m. EET","Comunidad Valenciana","Benifaió","2","0","Sí"
"2022/01/05 12:01:33 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2022/01/05 12:01:58 p. m. EET","Alcoi","","0","0","No"
"2022/01/05 12:31:03 p. m. EET","Comunidad Valenciana","Valencia ","2","2","No"
"2022/01/05 12:39:24 p. m. EET","Internacional","California","1","1","Sí"
"2022/01/05 12:40:37 p. m. EET","Comunidad Valenciana","Valencia ","3","3","Sí"
"2022/01/05 12:43:01 p. m. EET","Comunidad Valenciana","Javea","1","1","Sí"
"2022/01/05 1:02:18 p. m. EET","Comunidad Valenciana","Aielo","3","1","Sí"
"2022/01/05 1:04:35 p. m. EET","España","Yecla","0","0","Sí"
"2022/01/05 1:48:22 p. m. EET","Comunidad Valenciana","","1","1","No"
"2022/01/05 2:07:22 p. m. EET","Internacional","BELGICA IRLANDA","2","2","Sí"
"2022/01/05 2:22:45 p. m. EET","Internacional","Turquia","0","0","Sí"
"2022/01/05 2:28:11 p. m. EET","Comunidad Valenciana","Valencia","2","2","No"
"2022/01/05 2:42:14 p. m. EET","Internacional","Uk","1","0","Sí"
"2022/01/05 2:52:02 p. m. EET","Comunidad Valenciana","","3","3","No"
"2022/01/07 12:09:12 p. m. EET","Comunidad Valenciana","Elx","1","1","Sí"
"2022/01/07 12:22:02 p. m. EET","Comunidad Valenciana","Alicante ","4","4","Sí"
"2022/01/07 12:33:54 p. m. EET","España","Madrid","2","1","Sí"
"2022/01/07 12:34:30 p. m. EET","Alcoi","","0","0","Sí"
"2022/01/07 12:34:54 p. m. EET","Comunidad Valenciana","Elx","1","1","Sí"
"2022/01/07 12:36:34 p. m. EET","Alcoi","","0","0","Sí"
"2022/01/07 1:40:52 p. m. EET","Comunidad Valenciana","Xixona","0","0","No entiendo la pregunta"
"2022/01/07 1:42:17 p. m. EET","Comunidad Valenciana","Valencia ","2","0","No entiendo la pregunta"
"2022/01/07 1:52:17 p. m. EET","España","Bilbao","8","3","No"
"2022/01/07 1:56:21 p. m. EET","España","Castellon ","2","2","No"
"2022/01/07 2:14:00 p. m. EET","España","León ","1","1","No"
"2022/01/07 5:33:46 p. m. EET","España","Madrid","1","1","Sí"
"2022/01/07 5:34:09 p. m. EET","España","Madrid","0","0","Sí"
"2022/01/07 5:34:40 p. m. EET","España","Madrid","0","0","Sí"
"2022/01/07 5:42:54 p. m. EET","España","Lleida","0","0","Sí"
"2022/01/07 6:00:39 p. m. EET","España","Vitoria","2","2","Sí"
"2022/01/08 11:54:24 a. m. EET","España","Rubí","3","1","Sí"
"2022/01/08 12:08:46 p. m. EET","Comunidad Valenciana","Elche","0","0","Sí"
"2022/01/08 12:11:21 p. m. EET","España","Madrid","1","1","No"
"2022/01/08 12:20:11 p. m. EET","Comunidad Valenciana","Alicante","0","0","No"
"2022/01/08 12:20:23 p. m. EET","Comunidad Valenciana","Gandía","0","0","No"
"2022/01/08 12:30:00 p. m. EET","España","Madrid","1","0","Sí"
"2022/01/08 12:31:41 p. m. EET","Alcoi","","0","0","Sí"
"2022/01/08 12:39:21 p. m. EET","España","Albacete","1","1","No"
"2022/01/08 12:41:08 p. m. EET","Comunidad Valenciana","Sant Vicent del Raspeig","1","1","Sí"
"2022/01/08 12:50:22 p. m. EET","España","Alicante","1","1","No entiendo la pregunta"
"2022/01/08 1:39:34 p. m. EET","Alcoi","","0","0","No"
"2022/01/08 1:57:55 p. m. EET","Comunidad Valenciana","Alaquas","1","1","No"
"2022/01/08 2:06:22 p. m. EET","Comunidad Valenciana","Valencia ","1","1","No"
"2022/01/08 2:41:31 p. m. EET","España","Cuenca","3","0","Sí"
"2022/01/09 12:25:06 p. m. EET","Comunidad Valenciana","Paterna","1","0","Sí"
"2022/01/09 1:10:51 p. m. EET","Comunidad Valenciana","Pego","2","2","Sí"
"2022/01/09 1:42:16 p. m. EET","Comunidad Valenciana","Alaquas","7","1","Sí"
"2022/01/09 1:42:50 p. m. EET","Comunidad Valenciana","Alicante","1","1","No"
"2022/01/09 1:43:17 p. m. EET","Comunidad Valenciana","Valencia","1","1","No"
"2022/01/09 2:22:55 p. m. EET","Alcoi","","0","0","No"
"2022/01/10 11:33:26 a. m. EET","Comunidad Valenciana","Elche ","2","2","Sí"
"2022/01/10 12:15:41 p. m. EET","Comunidad Valenciana","Peñiscola ","0","0","Sí"
"2022/01/10 12:17:24 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2022/01/11 11:40:07 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2022/01/11 12:25:29 p. m. EET","Comunidad Valenciana","Alicante ","1","1","No"
"2022/01/11 1:18:50 p. m. EET","España","Madrid","1","1","No"
"2022/01/11 1:37:50 p. m. EET","España","Elche","0","0","Sí"
"2022/01/11 2:22:56 p. m. EET","Comunidad Valenciana","Valencia ","0","0","No"
"2022/01/11 2:31:20 p. m. EET","Internacional","Holanda ","2","0","No"
"2022/01/11 6:03:50 p. m. EET","Internacional","Peru ","1","0","Sí"
"2022/01/12 11:33:30 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2022/01/13 12:04:36 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2022/01/13 12:24:01 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2022/01/13 1:47:18 p. m. EET","Comunidad Valenciana","Elda","0","1","No"
"2022/01/13 2:02:28 p. m. EET","España","Madrid","1","0","No entiendo la pregunta"
"2022/01/13 2:35:20 p. m. EET","Alcoi","","1","0","No entiendo la pregunta"
"2022/01/13 6:01:33 p. m. EET","Internacional","Inglaterra, Polonia","4","0","No"
"2022/01/14 12:59:50 p. m. EET","Alcoi","","0","0","No"
"2022/01/14 1:34:54 p. m. EET","Internacional","","1","0","No"
"2022/01/14 5:56:53 p. m. EET","Alcoi","","0","0","Sí"
"2022/01/14 6:58:50 p. m. EET","Alcoi","","0","0","No"
"2022/01/14 6:59:51 p. m. EET","Comunidad Valenciana","Alcoi Valencia ","1","1","Sí"
"2022/01/14 7:03:42 p. m. EET","Internacional","Rusia","3","1","Sí"
"2022/01/15 12:42:34 p. m. EET","España","Murcia","2","2","Sí"
"2022/01/15 12:43:50 p. m. EET","Comunidad Valenciana","Gandia","3","0","Sí"
"2022/01/15 12:45:56 p. m. EET","Comunidad Valenciana","Chella","1","1","No"
"2022/01/15 1:11:05 p. m. EET","Alcoi","","0","0","No"
"2022/01/15 1:12:27 p. m. EET","Comunidad Valenciana","Picassent ","1","1","No"
"2022/01/15 2:22:48 p. m. EET","Comunidad Valenciana","Valencia","1","1","No"
"2022/01/15 2:24:25 p. m. EET","Internacional","Francia","3","3","Sí"
"2022/01/15 2:26:39 p. m. EET","España","Barcelona","1","1","Sí"
"2022/01/15 2:28:33 p. m. EET","España","Madrid","1","1","Sí"
"2022/01/15 2:30:05 p. m. EET","Comunidad Valenciana","Villena","1","1","No"
"2022/01/15 2:31:26 p. m. EET","Comunidad Valenciana","Valencia","1","1","Sí"
"2022/01/15 2:47:00 p. m. EET","España","Murcia","3","3","Sí"
"2022/01/16 12:59:19 p. m. EET","Alcoi","","0","0","No"
"2022/01/16 1:05:28 p. m. EET","Internacional","Francia","1","1","Sí"
"2022/01/16 1:23:29 p. m. EET","Alcoi","","1","1","No entiendo la pregunta"
"2022/01/16 2:37:36 p. m. EET","Comunidad Valenciana","Valencia","1","1","No"
"2022/01/16 2:55:06 p. m. EET","España","Madrid","1","1","No"
"2022/01/16 2:59:30 p. m. EET","Alcoi","","0","0","No"
"2022/01/17 12:47:47 p. m. EET","Internacional","Holanda","1","1","Sí"
"2022/01/17 1:01:57 p. m. EET","Alcoi","","2","2","Sí"
"2022/01/17 2:06:20 p. m. EET","España","Almansa","1","1","Sí"
